time,T_in,T_out
2023-07-01 14:20:00,27.2,32.1
2023-07-01 14:30:00,27.1,32.4
2023-07-01 14:40:00,27.0,32.5
2023-07-01 14:50:00,27.0,32.4
2023-07-01 15:00:00,27.0,32.0
2023-07-01 15:10:00,27.0,32.0
2023-07-01 15:20:00,27.0,31.8
2023-07-01 15:30:00,26.9,31.5
2023-07-01 15:40:00,27.1,31.4
2023-07-01 15:50:00,26.9,31.5
2023-07-01 16:00:00,26.8,31.5
2023-07-01 16:10:00,26.5,31.4
2023-07-01 16:20:00,26.6,31.4
2023-07-01 16:30:00,26.6,31.0
2023-07-01 16:40:00,26.6,31.3
2023-07-01 16:50:00,26.6,31.2
2023-07-01 17:00:00,26.4,30.9
2023-07-01 17:10:00,26.3,30.8
2023-07-01 17:20:00,26.4,30.4
2023-07-01 17:30:00,26.4,30.2
2023-07-01 17:40:00,26.4,30.1
2023-07-01 17:50:00,26.6,29.8
2023-07-01 18:00:00,26.6,29.4
2023-07-01 18:10:00,26.8,29.0
2023-07-01 18:20:00,27.0,28.9
2023-07-01 18:30:00,26.8,28.5
2023-07-01 18:40:00,26.8,28.1
2023-07-01 18:50:00,26.7,27.8
2023-07-01 19:00:00,26.4,27.2
2023-07-01 19:10:00,25.8,26.7
2023-07-01 19:20:00,25.4,26.3
2023-07-01 19:30:00,25.0,25.9
2023-07-01 19:40:00,24.8,25.5
2023-07-01 19:50:00,24.7,25.1
2023-07-01 20:00:00,23.9,24.8
2023-07-01 20:10:00,21.8,24.4
2023-07-01 20:20:00,20.2,24.1
2023-07-01 20:30:00,19.0,23.8
2023-07-01 20:40:00,18.2,23.5
2023-07-01 20:50:00,17.6,23.2
2023-07-01 21:00:00,17.1,22.8
2023-07-01 21:10:00,16.8,22.5
2023-07-01 21:20:00,16.4,22.3
2023-07-01 21:30:00,16.1,21.7
2023-07-01 21:40:00,15.8,21.8
2023-07-01 21:50:00,15.6,21.4
2023-07-01 22:00:00,15.3,21.1
2023-07-01 22:10:00,15.1,21.0
2023-07-01 22:20:00,14.9,20.8
2023-07-01 22:30:00,14.6,20.6
2023-07-01 22:40:00,14.3,20.6
2023-07-01 22:50:00,14.1,20.6
2023-07-01 23:00:00,14.0,20.6
2023-07-01 23:10:00,13.9,20.6
2023-07-01 23:20:00,13.7,20.8
2023-07-01 23:30:00,13.6,21.0
2023-07-01 23:40:00,13.5,21.1
2023-07-01 23:50:00,14.3,21.3
2023-07-02 00:00:00,14.1,21.4
2023-07-02 00:10:00,13.5,21.5
2023-07-02 00:20:00,13.3,21.5
2023-07-02 00:30:00,13.3,21.6
2023-07-02 00:40:00,13.3,21.5
2023-07-02 00:50:00,13.3,21.4
2023-07-02 01:00:00,13.3,21.4
2023-07-02 01:10:00,13.3,21.4
2023-07-02 01:20:00,13.4,21.2
2023-07-02 01:30:00,13.3,21.1
2023-07-02 01:40:00,13.3,21.0
2023-07-02 01:50:00,13.2,20.7
2023-07-02 02:00:00,13.1,20.5
2023-07-02 02:10:00,13.0,20.3
2023-07-02 02:20:00,13.0,20.3
2023-07-02 02:30:00,12.9,20.2
2023-07-02 02:40:00,13.0,19.9
2023-07-02 02:50:00,13.0,20.2
2023-07-02 03:00:00,13.1,20.2
2023-07-02 03:10:00,13.1,20.1
2023-07-02 03:20:00,13.1,19.9
2023-07-02 03:30:00,14.1,19.7
2023-07-02 03:40:00,13.4,19.2
2023-07-02 03:50:00,14.0,18.9
2023-07-02 04:00:00,13.5,18.7
2023-07-02 04:10:00,14.1,18.5
2023-07-02 04:20:00,13.6,18.6
2023-07-02 04:30:00,14.3,18.8
2023-07-02 04:40:00,14.1,18.7
2023-07-02 04:50:00,13.9,18.6
2023-07-02 05:00:00,14.2,18.3
2023-07-02 05:10:00,13.7,18.3
2023-07-02 05:20:00,14.3,18.2
2023-07-02 05:30:00,13.6,18.1
2023-07-02 05:40:00,14.1,18.0
2023-07-02 05:50:00,14.0,18.1
2023-07-02 06:00:00,14.9,18.1
2023-07-02 06:10:00,15.9,18.4
2023-07-02 06:20:00,16.4,18.6
2023-07-02 06:30:00,16.8,18.9
2023-07-02 06:40:00,17.2,19.3
2023-07-02 06:50:00,17.5,19.6
2023-07-02 07:00:00,18.2,20.3
2023-07-02 07:10:00,19.2,20.8
2023-07-02 07:20:00,20.0,21.0
2023-07-02 07:30:00,20.4,21.2
2023-07-02 07:40:00,20.8,22.0
2023-07-02 07:50:00,21.2,23.1
2023-07-02 08:00:00,21.5,23.8
2023-07-02 08:10:00,21.8,24.0
2023-07-02 08:20:00,22.0,24.1
2023-07-02 08:30:00,22.2,23.9
2023-07-02 08:40:00,22.4,23.8
2023-07-02 08:50:00,22.6,24.0
2023-07-02 09:00:00,22.8,24.9
2023-07-02 09:10:00,23.0,24.7
2023-07-02 09:20:00,23.2,24.9
2023-07-02 09:30:00,23.4,25.1
2023-07-02 09:40:00,23.6,26.1
2023-07-02 09:50:00,23.9,26.5
2023-07-02 10:00:00,24.1,27.3
2023-07-02 10:10:00,24.3,27.6
2023-07-02 10:20:00,24.6,27.9
2023-07-02 10:30:00,24.8,28.0
2023-07-02 10:40:00,25.1,28.3
2023-07-02 10:50:00,25.5,28.1
2023-07-02 11:00:00,25.9,28.9
2023-07-02 11:10:00,26.1,29.1
2023-07-02 11:20:00,26.2,30.0
2023-07-02 11:30:00,26.4,29.9
2023-07-02 11:40:00,26.4,29.9
2023-07-02 11:50:00,26.5,30.0
2023-07-02 12:00:00,26.7,31.1
2023-07-02 12:10:00,26.7,30.6
2023-07-02 12:20:00,26.8,30.9
2023-07-02 12:30:00,26.9,30.9
2023-07-02 12:40:00,27.1,31.3
2023-07-02 12:50:00,27.2,31.2
2023-07-02 13:00:00,27.0,31.1
2023-07-02 13:10:00,27.1,31.1
2023-07-02 13:20:00,27.3,30.7
2023-07-02 13:30:00,27.2,30.8
2023-07-02 13:40:00,27.1,30.5
2023-07-02 13:50:00,27.1,30.7
2023-07-02 14:00:00,27.0,30.7
2023-07-02 14:10:00,27.1,31.1
2023-07-02 14:20:00,27.0,31.0
2023-07-02 14:30:00,27.0,31.6
2023-07-02 14:40:00,26.9,31.0
2023-07-02 14:50:00,26.8,30.9
2023-07-02 15:00:00,26.8,31.4
2023-07-02 15:10:00,26.7,31.1
2023-07-02 15:20:00,26.6,30.8
2023-07-02 15:30:00,26.7,30.5
2023-07-02 15:40:00,26.6,30.8
2023-07-02 15:50:00,26.6,31.1
2023-07-02 16:00:00,26.5,30.9
2023-07-02 16:10:00,26.4,31.0
2023-07-02 16:20:00,26.4,30.9
2023-07-02 16:30:00,26.3,30.7
2023-07-02 16:40:00,26.2,30.5
2023-07-02 16:50:00,26.2,30.0
2023-07-02 17:00:00,26.1,30.0
2023-07-02 17:10:00,26.1,29.8
2023-07-02 17:20:00,26.2,29.5
2023-07-02 17:30:00,26.4,29.2
2023-07-02 17:40:00,26.6,29.0
2023-07-02 17:50:00,26.4,28.8
2023-07-02 18:00:00,26.3,28.7
2023-07-02 18:10:00,26.4,28.3
2023-07-02 18:20:00,26.6,27.8
2023-07-02 18:30:00,26.6,27.7
2023-07-02 18:40:00,26.4,27.4
2023-07-02 18:50:00,26.2,26.9
2023-07-02 19:00:00,25.9,26.3
2023-07-02 19:10:00,25.3,25.7
2023-07-02 19:20:00,24.9,25.3
2023-07-02 19:30:00,24.7,24.9
2023-07-02 19:40:00,24.4,24.6
2023-07-02 19:50:00,24.2,24.1
2023-07-02 20:00:00,23.6,23.8
2023-07-02 20:10:00,21.2,23.5
2023-07-02 20:20:00,19.5,23.2
2023-07-02 20:30:00,18.4,22.9
2023-07-02 20:40:00,17.6,22.6
2023-07-02 20:50:00,17.0,22.4
2023-07-02 21:00:00,16.4,22.2
2023-07-02 21:10:00,16.0,22.0
2023-07-02 21:20:00,15.7,21.8
2023-07-02 21:30:00,15.4,21.5
2023-07-02 21:40:00,15.1,21.1
2023-07-02 21:50:00,14.9,20.5
2023-07-02 22:00:00,14.7,20.0
2023-07-02 22:10:00,14.5,19.8
2023-07-02 22:20:00,14.2,19.6
2023-07-02 22:30:00,14.0,19.4
2023-07-02 22:40:00,13.8,19.5
2023-07-02 22:50:00,13.7,19.5
2023-07-02 23:00:00,13.6,19.4
2023-07-02 23:10:00,13.5,19.0
2023-07-02 23:20:00,13.3,18.9
2023-07-02 23:30:00,14.3,18.8
2023-07-02 23:40:00,14.1,18.9
2023-07-02 23:50:00,13.4,19.2
2023-07-03 00:00:00,13.9,19.2
2023-07-03 00:10:00,14.2,19.1
2023-07-03 00:20:00,13.7,19.1
2023-07-03 00:30:00,14.5,19.0
2023-07-03 00:40:00,13.5,18.8
2023-07-03 00:50:00,14.3,18.6
2023-07-03 01:00:00,13.8,18.2
2023-07-03 01:10:00,13.5,17.9
2023-07-03 01:20:00,14.4,17.8
2023-07-03 01:30:00,14.2,17.6
2023-07-03 01:40:00,14.0,17.3
2023-07-03 01:50:00,14.5,17.0
2023-07-03 02:00:00,13.8,17.4
2023-07-03 02:10:00,14.6,17.3
2023-07-03 02:20:00,14.1,16.9
2023-07-03 02:30:00,14.3,16.8
2023-07-03 02:40:00,14.8,16.5
2023-07-03 02:50:00,14.1,16.4
2023-07-03 03:00:00,14.9,16.3
2023-07-03 03:10:00,14.5,16.2
2023-07-03 03:20:00,14.3,15.9
2023-07-03 03:30:00,14.9,15.7
2023-07-03 03:40:00,14.4,15.5
2023-07-03 03:50:00,14.5,15.3
2023-07-03 04:00:00,14.9,15.3
2023-07-03 04:10:00,14.5,15.5
2023-07-03 04:20:00,14.6,15.3
2023-07-03 04:30:00,14.9,15.3
2023-07-03 04:40:00,14.2,15.1
2023-07-03 04:50:00,14.9,15.0
2023-07-03 05:00:00,14.4,14.8
2023-07-03 05:10:00,14.5,14.8
2023-07-03 05:20:00,14.9,14.5
2023-07-03 05:30:00,14.3,14.3
2023-07-03 05:40:00,14.9,14.3
2023-07-03 05:50:00,14.4,14.2
2023-07-03 06:00:00,15.4,14.1
2023-07-03 06:10:00,15.8,14.3
2023-07-03 06:20:00,16.1,14.6
2023-07-03 06:30:00,16.4,15.3
2023-07-03 06:40:00,16.7,16.2
2023-07-03 06:50:00,16.9,17.3
2023-07-03 07:00:00,17.6,18.5
2023-07-03 07:10:00,18.6,19.4
2023-07-03 07:20:00,19.2,19.9
2023-07-03 07:30:00,19.8,20.5
2023-07-03 07:40:00,20.1,20.9
2023-07-03 07:50:00,20.5,21.6
2023-07-03 08:00:00,20.8,22.4
2023-07-03 08:10:00,21.1,23.2
2023-07-03 08:20:00,21.4,24.1
2023-07-03 08:30:00,21.7,24.4
2023-07-03 08:40:00,21.9,24.8
2023-07-03 08:50:00,22.1,25.5
2023-07-03 09:00:00,21.5,26.2
2023-07-03 09:10:00,21.7,26.5
2023-07-03 09:20:00,22.2,27.0
2023-07-03 09:30:00,22.7,27.5
2023-07-03 09:40:00,23.0,27.9
2023-07-03 09:50:00,23.2,27.9
2023-07-03 10:00:00,23.4,28.1
2023-07-03 10:10:00,23.7,28.9
2023-07-03 10:20:00,23.9,29.1
2023-07-03 10:30:00,23.7,29.7
2023-07-03 10:40:00,24.2,29.7
2023-07-03 10:50:00,24.4,30.3
2023-07-03 11:00:00,25.0,30.6
2023-07-03 11:10:00,25.3,30.6
2023-07-03 11:20:00,25.4,31.2
2023-07-03 11:30:00,25.4,31.6
2023-07-03 11:40:00,25.4,31.9
2023-07-03 11:50:00,25.5,31.4
2023-07-03 12:00:00,25.3,32.1
2023-07-03 12:10:00,25.5,32.4
2023-07-03 12:20:00,25.6,32.0
2023-07-03 12:30:00,25.9,32.0
2023-07-03 12:40:00,26.0,32.1
2023-07-03 12:50:00,26.0,32.6
2023-07-03 13:00:00,26.4,33.2
2023-07-03 13:10:00,26.5,33.0
2023-07-03 13:20:00,26.7,32.9
2023-07-03 13:30:00,27.0,33.7
2023-07-03 13:40:00,27.1,33.2
2023-07-03 13:50:00,27.2,33.3
2023-07-03 14:00:00,27.2,33.3
2023-07-03 14:10:00,27.3,33.7
2023-07-03 14:20:00,27.4,33.5
2023-07-03 14:30:00,27.3,33.2
2023-07-03 14:40:00,27.3,33.0
2023-07-03 14:50:00,27.4,33.2
2023-07-03 15:00:00,27.2,33.2
2023-07-03 15:10:00,27.1,32.9
2023-07-03 15:20:00,27.2,33.1
2023-07-03 15:30:00,27.1,32.9
2023-07-03 15:40:00,27.1,32.8
2023-07-03 15:50:00,27.0,32.9
2023-07-03 16:00:00,27.0,32.8
2023-07-03 16:10:00,26.9,32.7
2023-07-03 16:20:00,27.0,32.3
2023-07-03 16:30:00,27.0,31.8
2023-07-03 16:40:00,26.9,31.7
2023-07-03 16:50:00,26.9,31.7
2023-07-03 17:00:00,26.8,31.7
2023-07-03 17:10:00,26.7,31.4
2023-07-03 17:20:00,26.7,30.8
2023-07-03 17:30:00,26.5,30.6
2023-07-03 17:40:00,26.3,30.2
2023-07-03 17:50:00,26.5,29.9
2023-07-03 18:00:00,26.3,29.7
2023-07-03 18:10:00,26.4,29.4
2023-07-03 18:20:00,26.3,29.3
2023-07-03 18:30:00,26.3,29.0
2023-07-03 18:40:00,26.4,28.5
2023-07-03 18:50:00,26.4,28.3
2023-07-03 19:00:00,26.0,27.8
2023-07-03 19:10:00,25.5,27.2
2023-07-03 19:20:00,25.2,26.8
2023-07-03 19:30:00,24.9,26.5
2023-07-03 19:40:00,24.7,26.1
2023-07-03 19:50:00,24.7,25.7
2023-07-03 20:00:00,23.9,25.4
2023-07-03 20:10:00,21.8,25.0
2023-07-03 20:20:00,20.2,24.5
2023-07-03 20:30:00,19.2,24.2
2023-07-03 20:40:00,18.4,23.9
2023-07-03 20:50:00,17.8,23.4
2023-07-03 21:00:00,17.3,23.0
2023-07-03 21:10:00,16.9,22.7
2023-07-03 21:20:00,16.5,22.3
2023-07-03 21:30:00,16.2,22.1
2023-07-03 21:40:00,15.9,21.9
2023-07-03 21:50:00,15.5,21.6
2023-07-03 22:00:00,15.2,21.1
2023-07-03 22:10:00,15.0,20.8
2023-07-03 22:20:00,14.8,20.4
2023-07-03 22:30:00,14.7,20.1
2023-07-03 22:40:00,14.4,19.7
2023-07-03 22:50:00,14.1,19.3
2023-07-03 23:00:00,13.9,18.9
2023-07-03 23:10:00,13.5,18.5
2023-07-03 23:20:00,14.4,18.3
2023-07-03 23:30:00,14.2,18.2
2023-07-03 23:40:00,13.7,18.1
2023-07-03 23:50:00,14.5,18.5
2023-07-04 00:00:00,13.6,18.3
2023-07-04 00:10:00,14.3,18.1
2023-07-04 00:20:00,13.9,18.1
2023-07-04 00:30:00,14.4,18.0
2023-07-04 00:40:00,13.9,17.9
2023-07-04 00:50:00,14.5,18.0
2023-07-04 01:00:00,13.7,17.6
2023-07-04 01:10:00,14.5,17.4
2023-07-04 01:20:00,14.2,17.4
2023-07-04 01:30:00,14.2,17.4
2023-07-04 01:40:00,14.7,17.1
2023-07-04 01:50:00,13.9,17.0
2023-07-04 02:00:00,14.6,16.7
2023-07-04 02:10:00,14.5,16.6
2023-07-04 02:20:00,14.3,16.4
2023-07-04 02:30:00,14.7,16.2
2023-07-04 02:40:00,14.6,16.0
2023-07-04 02:50:00,14.3,16.0
2023-07-04 03:00:00,14.8,16.0
2023-07-04 03:10:00,14.5,15.9
2023-07-04 03:20:00,14.4,15.9
2023-07-04 03:30:00,14.8,15.5
2023-07-04 03:40:00,14.2,15.3
2023-07-04 03:50:00,14.7,15.1
2023-07-04 04:00:00,14.7,14.8
2023-07-04 04:10:00,14.6,14.6
2023-07-04 04:20:00,15.0,14.4
2023-07-04 04:30:00,14.4,14.2
2023-07-04 04:40:00,15.1,14.2
2023-07-04 04:50:00,14.6,14.0
2023-07-04 05:00:00,15.0,13.9
2023-07-04 05:10:00,14.6,13.5
2023-07-04 05:20:00,14.8,13.3
2023-07-04 05:30:00,14.7,13.2
2023-07-04 05:40:00,14.8,13.2
2023-07-04 05:50:00,14.8,13.2
2023-07-04 06:00:00,15.6,13.4
2023-07-04 06:10:00,15.9,13.9
2023-07-04 06:20:00,16.1,14.1
2023-07-04 06:30:00,16.5,14.7
2023-07-04 06:40:00,16.7,15.8
2023-07-04 06:50:00,16.9,16.6
2023-07-04 07:00:00,17.7,17.5
2023-07-04 07:10:00,18.6,18.5
2023-07-04 07:20:00,19.3,19.2
2023-07-04 07:30:00,19.7,20.6
2023-07-04 07:40:00,20.1,22.0
2023-07-04 07:50:00,20.5,23.7
2023-07-04 08:00:00,20.8,24.6
2023-07-04 08:10:00,21.1,25.5
2023-07-04 08:20:00,21.4,26.7
2023-07-04 08:30:00,21.7,27.5
2023-07-04 08:40:00,21.9,28.3
2023-07-04 08:50:00,22.2,28.7
2023-07-04 09:00:00,22.4,29.5
2023-07-04 09:10:00,22.6,30.3
2023-07-04 09:20:00,22.9,31.1
2023-07-04 09:30:00,23.1,31.9
2023-07-04 09:40:00,23.0,32.3
2023-07-04 09:50:00,23.0,32.9
2023-07-04 10:00:00,23.1,33.1
2023-07-04 10:10:00,22.9,33.3
2023-07-04 10:20:00,23.0,33.6
2023-07-04 10:30:00,23.5,34.0
2023-07-04 10:40:00,24.1,34.2
2023-07-04 10:50:00,24.8,34.1
2023-07-04 11:00:00,25.3,34.2
2023-07-04 11:10:00,25.6,34.3
2023-07-04 11:20:00,25.7,34.5
2023-07-04 11:30:00,25.6,34.8
2023-07-04 11:40:00,25.8,34.8
2023-07-04 11:50:00,25.8,35.4
2023-07-04 12:00:00,25.8,35.5
2023-07-04 12:10:00,25.9,35.8
2023-07-04 12:20:00,26.3,35.6
2023-07-04 12:30:00,26.3,35.9
2023-07-04 12:40:00,26.4,36.1
2023-07-04 12:50:00,26.8,35.9
2023-07-04 13:00:00,27.1,35.6
2023-07-04 13:10:00,27.5,35.1
2023-07-04 13:20:00,27.7,35.0
2023-07-04 13:30:00,27.8,34.8
2023-07-04 13:40:00,27.8,34.7
2023-07-04 13:50:00,28.0,34.7
2023-07-04 14:00:00,27.9,34.2
2023-07-04 14:10:00,27.8,34.0
2023-07-04 14:20:00,27.7,33.8
2023-07-04 14:30:00,27.6,33.5
2023-07-04 14:40:00,27.6,33.2
2023-07-04 14:50:00,27.5,33.3
2023-07-04 15:00:00,27.4,33.2
2023-07-04 15:10:00,27.3,32.9
2023-07-04 15:20:00,27.3,32.8
2023-07-04 15:30:00,27.3,33.0
2023-07-04 15:40:00,27.2,32.7
2023-07-04 15:50:00,27.2,32.8
2023-07-04 16:00:00,27.2,32.7
2023-07-04 16:10:00,27.2,32.5
2023-07-04 16:20:00,27.1,32.1
2023-07-04 16:30:00,27.1,32.3
2023-07-04 16:40:00,26.9,32.4
2023-07-04 16:50:00,27.0,32.4
2023-07-04 17:00:00,26.8,32.3
2023-07-04 17:10:00,26.7,32.2
2023-07-04 17:20:00,26.5,32.2
2023-07-04 17:30:00,26.4,32.3
2023-07-04 17:40:00,26.5,32.3
2023-07-04 17:50:00,26.4,32.1
2023-07-04 18:00:00,26.4,31.8
2023-07-04 18:10:00,26.2,31.7
2023-07-04 18:20:00,26.2,31.6
2023-07-04 18:30:00,25.9,31.2
2023-07-04 18:40:00,26.2,30.9
2023-07-04 18:50:00,25.7,30.5
2023-07-04 19:00:00,25.3,30.1
2023-07-04 19:10:00,25.1,29.5
2023-07-04 19:20:00,24.9,29.1
2023-07-04 19:30:00,24.8,28.7
2023-07-04 19:40:00,24.7,28.1
2023-07-04 19:50:00,24.7,27.5
2023-07-04 20:00:00,24.1,26.8
2023-07-04 20:10:00,21.9,26.3
2023-07-04 20:20:00,20.3,25.5
2023-07-04 20:30:00,19.3,24.8
2023-07-04 20:40:00,18.5,24.4
2023-07-04 20:50:00,17.8,24.1
2023-07-04 21:00:00,17.1,23.8
2023-07-04 21:10:00,16.7,23.3
2023-07-04 21:20:00,16.4,22.8
2023-07-04 21:30:00,16.0,22.4
2023-07-04 21:40:00,15.7,21.9
